collection,item_id,datetime,cloud_percent,light_haze_percent,quality_category,collection_mode,location_description,sun_elevation,sun_azimuth,view_azimuth,off_nadir,gsd,bbox,centroid_lat,centroid_lon,asset_basic_beta_udm,asset_basic_radiance_hdf5,asset_basic_sr_hdf5,asset_geolocation_array,asset_ortho_beta_udm,asset_ortho_ql_ch4,asset_ortho_radiance_hdf5,asset_ortho_sr_hdf5,asset_ortho_visual,asset_ql_ch4_json,asset_recent_monthly_mosaic,asset_thumbnail
energy-mining,20250302_030003_92_4001,2025-03-02T03:00:03.925880Z,2,1,standard,standard_sensitivity,"Kutai Timur, East Kalimantan, Kalimantan, Indonesia",68.3,111.1,115.9,9.2,33.0,"[117.51657443149836, 0.42621014699850035, 117.73500193775449, 0.6570144357492134]",0.5416122913738568,117.62578818462643,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250302_030003_92_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250302_030003_92_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250302_030003_92_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250302_030003_92_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250302_030003_92_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250302_030003_92_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250302_030003_92_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250302_030003_92_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250302_030003_92_4001_thumb.png
energy-mining,20250305_053421_32_4001,2025-03-05T05:34:21.321891Z,2,0,standard,standard_sensitivity,"Vindhyanagar, Waidhan, Singrauli, Singrauli Tahsil, Singrauli, Madhya Pradesh, 486889, India",55.8,149.6,98.9,5.0,32.76,"[82.52878832004663, 24.056815087313186, 82.75557333443736, 24.23546088852032]",24.146137987916752,82.64218082724199,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250305_053421_32_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250305_053421_32_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250305_053421_32_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250305_053421_32_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250305_053421_32_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250305_053421_32_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250305_053421_32_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250305_053421_32_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250305_053421_32_4001_thumb.png
energy-mining,20250501_185910_74_4001,2025-05-01T18:59:10.740678Z,1,0,standard,standard_sensitivity,"Ajo, Pima County, Arizona, 85321, United States",71.8,156.8,279.9,23.1,35.8,"[-113.04070562638975, 32.206561845273804, -112.7468769770713, 32.41682582505896]",32.31169383516638,-112.89379130173052,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250501_185910_74_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250501_185910_74_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250501_185910_74_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250501_185910_74_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250501_185910_74_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250501_185910_74_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250501_185910_74_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250501_185910_74_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250501_185910_74_4001_thumb.png
energy-mining,20250503_064345_16_4001,2025-05-03T06:43:45.165094Z,0,0,standard,standard_sensitivity,"Turkkishlak, Ahangaran District, Tashkent Region, Uzbekistan",63.7,162.1,98.6,6.4,39.1,"[70.01626060024712, 40.983943812330835, 70.29739229586556, 41.165806861702436]",41.074875337016636,70.15682644805634,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250503_064345_16_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250503_064345_16_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250503_064345_16_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250503_064345_16_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250503_064345_16_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250503_064345_16_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250503_064345_16_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250503_064345_16_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250503_064345_16_4001_thumb.png
energy-mining,20250504_030711_32_4001,2025-05-04T03:07:11.321891Z,0,2,standard,standard_sensitivity,"Sepaso Barat, Kutai Timur, East Kalimantan, Kalimantan, Indonesia",68.8,43.0,35.1,28.8,36.62,"[117.40635291670101, 0.6531517007186092, 117.6488220344571, 0.8120692270598464]",0.7326104638892278,117.52758747557905,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250504_030711_32_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250504_030711_32_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250504_030711_32_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250504_030711_32_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250504_030711_32_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250504_030711_32_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250504_030711_32_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250504_030711_32_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250504_030711_32_4001_thumb.png
energy-mining,20250516_181930_35_4001,2025-05-16T18:19:30.354656Z,0,0,standard,standard_sensitivity,"Weld County, Colorado, United States",67.8,157.7,103.7,16.5,34.35,"[-104.67287245548741, 40.02260018839325, -104.36822094116403, 40.24283428698649]",40.132717237689874,-104.52054669832572,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250516_181930_35_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250516_181930_35_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250516_181930_35_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250516_181930_35_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250516_181930_35_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250516_181930_35_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250516_181930_35_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250516_181930_35_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250516_181930_35_4001_thumb.png
energy-mining,20250520_171055_87_4001,2025-05-20T17:10:55.870339Z,0,0,standard,standard_sensitivity,"Unorganized North Cochrane, Cochrane District, Northeastern Ontario, Ontario, Canada",60.7,171.8,293.3,4.5,33.1,"[-83.02492002405681, 49.133157348622035, -82.68941665242069, 49.342442537807756]",49.237799943214895,-82.85716833823875,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250520_171055_87_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250520_171055_87_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250520_171055_87_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250520_171055_87_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250520_171055_87_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250520_171055_87_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250520_171055_87_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250520_171055_87_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250520_171055_87_4001_thumb.png
energy-mining,20250528_180922_74_4001,2025-05-28T18:09:22.743839Z,0,0,standard,standard_sensitivity,"Midland County, Texas, United States",77.0,138.4,21.1,28.1,35.21,"[-102.41827502798567, 31.536133517411898, -102.12593430116087, 31.77420915974018]",31.65517133857604,-102.27210466457328,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250528_180922_74_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250528_180922_74_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250528_180922_74_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250528_180922_74_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250528_180922_74_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250528_180922_74_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250528_180922_74_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250528_180922_74_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250528_180922_74_4001_thumb.png
energy-mining,20240925_185504_87_4001,2024-09-25T18:55:04.870339Z,2,0,test,standard_sensitivity,"Nye County, Nevada, United States",49.8,162.5,280.6,11.9,40.86,"[-117.31667064506556, 37.44472932998845, -116.98614317711481, 37.69798381124658]",37.57135657061751,-117.15140691109019,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20240925_185504_87_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20240925_185504_87_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20240925_185504_87_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20240925_185504_87_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20240925_185504_87_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20240925_185504_87_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20240925_185504_87_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20240925_185504_87_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20240925_185504_87_4001_thumb.png
energy-mining,20240925_185509_74_4001,2024-09-25T18:55:09.740678Z,1,0,test,standard_sensitivity,"Esmeralda County, Nevada, United States",50.0,162.3,274.7,12.0,40.24,"[-117.37384880358002, 37.239620275483915, -117.04329670177542, 37.4907683953353]",37.36519433540961,-117.20857275267772,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20240925_185509_74_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20240925_185509_74_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20240925_185509_74_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20240925_185509_74_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20240925_185509_74_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20240925_185509_74_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20240925_185509_74_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20240925_185509_74_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20240925_185509_74_4001_thumb.png
energy-mining,20250222_190233_00_4001,2025-02-22T19:02:33Z,0,0,standard,standard_sensitivity,"Nye County, Nevada, United States",40.4,160.7,34.6,3.9,32.82,"[-117.24101724557605, 37.613169396557275, -116.9786336642985, 37.793399834972504]",37.703284615764886,-117.10982545493727,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250222_190233_00_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250222_190233_00_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250222_190233_00_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250222_190233_00_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250222_190233_00_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250222_190233_00_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250222_190233_00_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250222_190233_00_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250222_190233_00_4001_thumb.png
energy-mining,20250222_190237_16_4001,2025-02-22T19:02:37.165094Z,1,1,standard,standard_sensitivity,"Nye County, Nevada, United States",40.6,160.6,51.6,2.4,32.79,"[-117.27971932598193, 37.47140623647671, -117.01826969869286, 37.651282182877445]",37.561344209677074,-117.1489945123374,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250222_190237_16_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250222_190237_16_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250222_190237_16_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250222_190237_16_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250222_190237_16_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250222_190237_16_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250222_190237_16_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250222_190237_16_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250222_190237_16_4001_thumb.png
energy-mining,20250222_190241_32_4001,2025-02-22T19:02:41.321891Z,1,0,standard,standard_sensitivity,"Esmeralda County, Nevada, United States",40.7,160.6,101.5,1.5,32.72,"[-117.31835976713874, 37.32957039052, -117.05751060488333, 37.50937547369277]",37.41947293210639,-117.18793518601103,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250222_190241_32_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250222_190241_32_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250222_190241_32_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250222_190241_32_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250222_190241_32_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250222_190241_32_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250222_190241_32_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250222_190241_32_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250222_190241_32_4001_thumb.png
energy-mining,20250911_191523_58_4001,2025-09-11T19:15:23.600446Z,13,5,standard,maximum_sensitivity,"Salt Lake City, Salt Lake County, Utah, United States",53.4,176.3,321.4,15.6,34.47,"[-112.16950440997076, 40.641903633476566, -111.85477461731166, 40.90980404207291]",40.77585383777474,-112.01213951364122,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250911_191523_58_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250911_191523_58_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250911_191523_58_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250911_191523_58_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250911_191523_58_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250911_191523_58_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250911_191523_58_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250911_191523_58_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250911_191523_58_4001_thumb.png
energy-mining,20250911_191547_88_4001,2025-09-11T19:15:47.894062Z,3,1,standard,maximum_sensitivity,"South Jordan, Salt Lake County, Utah, United States",53.6,176.3,245.1,15.4,35.86,"[-112.24360558315149, 40.428696308574764, -111.92238187113833, 40.6837632348248]",40.55622977169978,-112.08299372714491,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250911_191547_88_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250911_191547_88_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250911_191547_88_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250911_191547_88_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250911_191547_88_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250911_191547_88_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250911_191547_88_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250911_191547_88_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250911_191547_88_4001_thumb.png
natural-lands,20250221_102048_16_4001,2025-02-21T10:20:48.165094Z,0,0,standard,standard_sensitivity,"Jelanjska, Stanari Municipality, Republika Srpska, Bosnia and Herzegovina",34.1,167.7,249.1,29.5,39.12,"[17.665750595313153, 44.699963042492975, 18.049735380834196, 44.86300453892679]",44.781483790709885,17.857742988073674,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250221_102048_16_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250221_102048_16_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250221_102048_16_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250221_102048_16_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250221_102048_16_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250221_102048_16_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250221_102048_16_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250221_102048_16_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250221_102048_16_4001_thumb.png
natural-lands,20250224_145149_32_4001,2025-02-24T14:51:49.321891Z,0,0,standard,standard_sensitivity,"El Algarrobal, Municipio de Profesor Salvador Mazza, General San Martín, Salta, Argentina",63.6,64.4,113.5,9.3,32.94,"[-63.78114864403159, -22.275135653484412, -63.555157193859884, -22.09475016065558]",-22.184942907069995,-63.66815291894574,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250224_145149_32_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250224_145149_32_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250224_145149_32_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250224_145149_32_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250224_145149_32_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250224_145149_32_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250224_145149_32_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250224_145149_32_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250224_145149_32_4001_thumb.png
